"Plot Title: 2021_11_24"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 10834027, SEN S/N: 10834027, LBL: <F1>)","Intensity, Lux (LGR S/N: 10834027, SEN S/N: 10834027)","Coupler Detached (LGR S/N: 10834027)","Coupler Attached (LGR S/N: 10834027)","Host Connected (LGR S/N: 10834027)","Stopped (LGR S/N: 10834027)","End Of File (LGR S/N: 10834027)"
449,11/24/21 02:30:04 PM,26.781,150.7,,,,,
450,11/24/21 02:30:34 PM,26.781,0.0,,,,,
451,11/24/21 02:31:04 PM,26.781,1463.9,,,,,
452,11/24/21 02:31:34 PM,26.683,86.1,,,,,
453,11/24/21 02:32:04 PM,26.683,172.2,,,,,
454,11/24/21 02:32:34 PM,26.683,236.8,,,,,
455,11/24/21 02:33:04 PM,26.683,204.5,,,,,
456,11/24/21 02:33:34 PM,26.585,1248.6,,,,,
457,11/24/21 02:34:04 PM,26.585,3616.7,,,,,
458,11/24/21 02:34:34 PM,26.390,3100.0,,,,,
459,11/24/21 02:35:04 PM,26.292,21.5,,,,,
460,11/24/21 02:35:34 PM,26.195,0.0,,,,,
461,11/24/21 02:36:04 PM,26.195,0.0,,,,,
462,11/24/21 02:36:34 PM,26.195,0.0,,,,,
463,11/24/21 02:37:04 PM,26.195,0.0,,,,,
464,11/24/21 02:37:34 PM,26.097,0.0,,,,,
465,11/24/21 02:38:04 PM,26.097,0.0,,,,,
466,11/24/21 02:38:34 PM,26.097,0.0,,,,,
467,11/24/21 02:39:04 PM,26.097,0.0,,,,,
468,11/24/21 02:39:34 PM,26.000,0.0,,,,,
469,11/24/21 02:40:04 PM,26.000,0.0,,,,,
470,11/24/21 02:40:34 PM,26.000,0.0,,,,,
471,11/24/21 02:41:04 PM,26.000,0.0,,,,,
472,11/24/21 02:41:34 PM,25.902,0.0,,,,,
473,11/24/21 02:42:04 PM,25.902,0.0,,,,,
474,11/24/21 02:42:34 PM,25.902,0.0,,,,,
475,11/24/21 02:43:04 PM,25.805,0.0,,,,,
476,11/24/21 02:43:34 PM,25.805,0.0,,,,,
477,11/24/21 02:44:04 PM,25.805,0.0,,,,,
478,11/24/21 02:44:34 PM,25.708,0.0,,,,,
479,11/24/21 02:45:04 PM,25.708,0.0,,,,,
480,11/24/21 02:45:34 PM,25.708,0.0,,,,,
481,11/24/21 02:46:04 PM,25.610,0.0,,,,,
482,11/24/21 02:46:34 PM,25.610,0.0,,,,,
483,11/24/21 02:47:04 PM,25.610,0.0,,,,,
484,11/24/21 02:47:34 PM,25.610,0.0,,,,,
485,11/24/21 02:48:04 PM,25.513,0.0,,,,,
486,11/24/21 02:48:34 PM,25.513,0.0,,,,,
487,11/24/21 02:49:04 PM,25.513,0.0,,,,,
488,11/24/21 02:49:34 PM,25.513,0.0,,,,,
489,11/24/21 02:50:04 PM,25.416,0.0,,,,,
490,11/24/21 02:50:34 PM,25.416,0.0,,,,,
491,11/24/21 02:51:04 PM,25.416,0.0,,,,,
492,11/24/21 02:51:34 PM,25.416,0.0,,,,,
493,11/24/21 02:52:04 PM,25.319,0.0,,,,,
494,11/24/21 02:52:34 PM,25.319,0.0,,,,,
495,11/24/21 02:53:04 PM,25.319,0.0,,,,,
496,11/24/21 02:53:34 PM,25.319,0.0,,,,,
497,11/24/21 02:54:04 PM,25.319,0.0,,,,,
498,11/24/21 02:54:34 PM,25.319,0.0,,,,,
499,11/24/21 02:55:04 PM,25.319,0.0,,,,,
500,11/24/21 02:55:34 PM,25.222,0.0,,,,,
501,11/24/21 02:56:04 PM,25.222,0.0,,,,,
502,11/24/21 02:56:34 PM,25.222,0.0,,,,,
503,11/24/21 02:57:04 PM,25.222,0.0,,,,,
504,11/24/21 02:57:34 PM,25.222,0.0,,,,,
505,11/24/21 02:58:04 PM,25.125,0.0,,,,,
506,11/24/21 02:58:34 PM,25.125,0.0,,,,,
507,11/24/21 02:59:04 PM,25.125,0.0,,,,,
508,11/24/21 02:59:34 PM,25.125,0.0,,,,,
509,11/24/21 03:00:04 PM,25.125,0.0,,,,,
510,11/24/21 03:00:34 PM,25.028,0.0,,,,,
511,11/24/21 03:01:04 PM,25.028,0.0,,,,,
512,11/24/21 03:01:34 PM,25.028,0.0,,,,,
513,11/24/21 03:02:04 PM,25.028,0.0,,,,,
514,11/24/21 03:02:34 PM,25.028,0.0,,,,,
515,11/24/21 03:03:04 PM,24.931,0.0,,,,,
516,11/24/21 03:03:34 PM,24.931,0.0,,,,,
517,11/24/21 03:04:04 PM,24.931,0.0,,,,,
518,11/24/21 03:04:34 PM,24.931,0.0,,,,,
519,11/24/21 03:05:04 PM,24.931,0.0,,,,,
520,11/24/21 03:05:34 PM,24.931,0.0,,,,,
521,11/24/21 03:06:04 PM,24.931,0.0,,,,,
522,11/24/21 03:06:34 PM,24.931,0.0,,,,,
523,11/24/21 03:07:04 PM,24.835,0.0,,,,,
524,11/24/21 03:07:34 PM,24.835,0.0,,,,,
525,11/24/21 03:08:04 PM,24.835,0.0,,,,,
526,11/24/21 03:08:34 PM,24.835,0.0,,,,,
527,11/24/21 03:09:04 PM,24.835,0.0,,,,,
528,11/24/21 03:09:34 PM,24.835,0.0,,,,,
529,11/24/21 03:10:04 PM,24.835,0.0,,,,,
530,11/24/21 03:10:34 PM,24.835,0.0,,,,,
531,11/24/21 03:11:04 PM,24.835,0.0,,,,,
532,11/24/21 03:11:34 PM,24.835,204.5,,,,,
533,11/24/21 03:12:04 PM,24.835,139.9,,,,,
534,11/24/21 03:12:34 PM,24.931,107.6,,,,,
535,11/24/21 03:13:04 PM,24.931,32.3,,,,,
536,11/24/21 03:13:34 PM,25.028,215.3,,,,,
537,11/24/21 03:14:04 PM,25.125,172.2,,,,,
538,11/24/21 03:14:34 PM,25.222,258.3,,,,,
539,11/24/21 03:15:04 PM,25.319,161.5,,,,,
540,11/24/21 03:15:34 PM,25.319,107.6,,,,,
541,11/24/21 03:16:04 PM,25.416,43.1,,,,,
542,11/24/21 03:16:34 PM,25.513,53.8,,,,,
543,11/24/21 03:17:04 PM,25.610,64.6,,,,,
544,11/24/21 03:17:34 PM,25.610,21.5,,,,,
545,11/24/21 03:18:04 PM,25.708,10.8,,,,,
546,11/24/21 03:18:34 PM,25.708,10.8,,,,,
547,11/24/21 03:19:04 PM,25.805,10.8,,,,,
548,11/24/21 03:19:34 PM,25.805,10.8,,,,,
549,11/24/21 03:20:04 PM,25.902,0.0,,,,,
550,11/24/21 03:20:34 PM,25.902,10.8,,,,,
551,11/24/21 03:21:04 PM,26.000,10.8,,,,,
552,11/24/21 03:21:34 PM,26.000,0.0,,,,,
553,11/24/21 03:22:04 PM,26.000,21.5,,,,,
554,11/24/21 03:22:34 PM,26.097,10.8,,,,,
555,11/24/21 03:23:04 PM,26.292,0.0,,,,,
556,11/24/21 03:23:34 PM,26.390,0.0,,,,,
557,11/24/21 03:24:04 PM,26.488,0.0,,,,,
558,11/24/21 03:24:34 PM,26.585,5166.7,,,,,
559,11/24/21 03:25:04 PM,26.781,2238.9,,,,,
560,11/24/21 03:25:34 PM,26.879,7577.8,,,,,
561,11/24/21 03:26:04 PM,26.879,7577.8,,,,,
562,11/24/21 03:26:34 PM,26.781,0.0,,,,,
563,11/24/21 03:26:47 PM,,,,Logged,,,
564,11/24/21 03:26:48 PM,,,Logged,,,,
565,11/24/21 03:26:52 PM,,,,Logged,Logged,,
566,11/24/21 03:27:01 PM,,,,,,Logged,Logged
